Customer_ID,Gender,Age,Income,Car_Type,Marital_Status,Has_Children,Education,Credit_Score,Purchased
CUST13010,Male,49.0,37553.0,SUV,Married,No,Bachelor,652.0,No
CUST10485,Male,32.0,21401.0,SUV,Single,No,Bachelor,769.0,No
CUST10279,Male,20.0,20000.0,Sedan,Married,No,Bachelor,626.0,No
CUST11539,Female,30.0,51514.0,SUV,Widowed,No,Master,723.0,No
CUST12890,Female,48.0,51237.0,SUV,Divorced,No,Bachelor,693.0,No
CUST13773,Female,29.0,38012.0,Hatchback,Married,No,Master,762.0,Yes
CUST12110,Female,35.0,41377.0,SUV,Married,Yes,High School,592.0,Yes
CUST14210,Male,39.0,40403.0,SUV,Single,No,Bachelor,600.0,Yes
CUST13268,Male,39.0,33197.0,SUV,Divorced,No,Bachelor,691.0,No
CUST10227,Male,38.0,53195.0,SUV,Married,No,Bachelor,631.0,Yes
CUST13076,Male,55.0,44594.0,SUV,Divorced,Yes,Bachelor,602.0,Yes
CUST11921,Male,46.0,40797.0,Luxury,Married,No,High School,,No
CUST14557,Male,39.0,33262.0,SUV,Single,Yes,Bachelor,643.0,Yes
CUST12098,Male,44.0,60689.0,Truck,Married,Yes,Bachelor,630.0,Yes
CUST10106,Male,54.0,54801.0,Hatchback,Married,Yes,Bachelor,686.0,No
CUST10751,Female,35.0,26174.0,Truck,Single,No,Bachelor,633.0,No
CUST12078,Female,62.0,46833.0,Sedan,Married,Yes,Master,685.0,No
CUST11391,Female,65.0,30184.0,SUV,Divorced,No,PhD,688.0,No
CUST10677,Male,35.0,50610.0,SUV,Married,Yes,High School,533.0,Yes
CUST12323,Male,48.0,30127.0,Sedan,Single,No,Bachelor,746.0,Yes
CUST11482,Female,41.0,28624.0,SUV,Single,No,Bachelor,708.0,No
CUST14691,Male,25.0,53718.0,Truck,Divorced,Yes,Bachelor,626.0,No
CUST10416,Male,29.0,41059.0,Truck,Single,Yes,Master,563.0,Yes
CUST10079,Male,45.0,20000.0,SUV,Single,Yes,Master,689.0,No
CUST12910,Male,41.0,37820.0,SUV,Married,Yes,Master,653.0,Yes
CUST13770,Female,26.0,25124.0,Sedan,Divorced,No,Bachelor,788.0,Yes
CUST13326,Female,42.0,33113.0,Hatchback,Married,Yes,Bachelor,570.0,Yes
CUST12850,Female,37.0,20000.0,SUV,Divorced,Yes,Bachelor,685.0,No
CUST13910,Male,41.0,35087.0,Luxury,Married,No,Master,742.0,Yes
CUST13409,Male,31.0,83391.0,Sedan,Single,Yes,PhD,732.0,Yes
CUST14406,Male,20.0,53636.0,Sedan,Divorced,Yes,Bachelor,661.0,Yes
CUST10555,Male,52.0,42431.0,Hatchback,Married,Yes,Bachelor,705.0,Yes
CUST13516,Female,42.0,43668.0,Truck,Married,Yes,Master,630.0,Yes
CUST14168,Female,49.0,22367.0,Truck,Married,Yes,Bachelor,657.0,No
CUST10084,Male,59.0,20000.0,Luxury,Divorced,Yes,High School,714.0,No
CUST13639,Male,58.0,20000.0,Sedan,Married,Yes,Bachelor,629.0,No
CUST14140,Female,49.0,27594.0,SUV,Single,Yes,PhD,652.0,No
CUST11592,Female,42.0,67618.0,Sedan,Married,Yes,Master,684.0,Yes
CUST13337,Female,32.0,60058.0,Sedan,Single,No,Master,694.0,No
CUST10029,Female,43.0,38203.0,Hatchback,Single,No,Bachelor,714.0,Yes
CUST11588,Female,36.0,40353.0,Luxury,Married,Yes,Bachelor,753.0,Yes
CUST11126,Female,28.0,48636.0,SUV,Married,No,PhD,649.0,No
CUST10501,Male,35.0,20000.0,Sedan,Married,No,Master,815.0,No
CUST13731,Female,28.0,50943.0,Truck,Married,Yes,Bachelor,660.0,Yes
CUST14316,Male,25.0,27253.0,Sedan,Single,No,Bachelor,630.0,No
CUST14959,Male,61.0,31755.0,SUV,Married,Yes,Bachelor,681.0,Yes
CUST10248,Male,51.0,30938.0,Truck,Divorced,Yes,Master,766.0,No
CUST13282,Female,57.0,54174.0,Truck,Single,Yes,Bachelor,730.0,Yes
CUST10653,Female,61.0,20000.0,Hatchback,Married,No,High School,594.0,No
CUST11397,Male,62.0,41596.0,Luxury,Single,No,High School,680.0,No
CUST13220,Female,23.0,36363.0,Hatchback,Single,Yes,High School,801.0,No
CUST11779,Male,32.0,20000.0,Sedan,Married,Yes,Master,663.0,Yes
CUST13666,Male,43.0,79698.0,Sedan,Single,No,High School,724.0,Yes
CUST12091,Female,56.0,38913.0,SUV,Widowed,No,Bachelor,700.0,Yes
CUST12727,Male,30.0,58337.0,Sedan,Married,Yes,High School,698.0,Yes
CUST12943,Female,56.0,28813.0,SUV,Married,Yes,Bachelor,719.0,Yes
CUST12268,Female,60.0,26873.0,Sedan,Widowed,No,High School,711.0,No
CUST12093,Female,19.0,53471.0,Truck,Divorced,No,High School,641.0,No
CUST12842,Male,29.0,45686.0,Truck,Married,Yes,High School,716.0,Yes
CUST14429,Female,25.0,42178.0,Sedan,Married,Yes,Master,493.0,Yes
CUST10023,Female,42.0,34154.0,SUV,Single,No,Bachelor,708.0,Yes
CUST12123,Female,29.0,55298.0,SUV,Married,No,Master,688.0,Yes
CUST11173,Female,25.0,59855.0,SUV,Single,No,Bachelor,713.0,Yes
CUST13197,Female,54.0,23614.0,Sedan,Married,No,Master,762.0,No
CUST12423,Male,34.0,31164.0,Luxury,Divorced,Yes,High School,685.0,No
CUST14567,Female,42.0,40492.0,Hatchback,Single,No,Bachelor,570.0,No
CUST14290,Female,25.0,49093.0,Sedan,Married,Yes,Bachelor,637.0,Yes
CUST10457,Male,20.0,44878.0,SUV,Divorced,No,Bachelor,664.0,No
CUST12131,Female,55.0,23304.0,Truck,Widowed,Yes,Bachelor,777.0,No
CUST11200,Female,52.0,43421.0,Luxury,Divorced,No,High School,731.0,No
CUST11340,Male,42.0,36459.0,SUV,Married,Yes,Bachelor,706.0,Yes
CUST14932,Female,36.0,46102.0,Hatchback,Divorced,Yes,Bachelor,636.0,Yes
CUST10829,Female,59.0,28072.0,SUV,Married,Yes,Bachelor,641.0,Yes
CUST12787,Female,49.0,79650.0,Sedan,Single,No,Master,708.0,No
CUST12754,Female,45.0,64693.0,SUV,Married,Yes,Bachelor,599.0,Yes
CUST10927,Male,21.0,28540.0,SUV,Single,No,Bachelor,770.0,No
CUST13286,Female,45.0,45597.0,SUV,Married,Yes,Bachelor,663.0,Yes
CUST11025,Female,56.0,73827.0,Hatchback,Married,No,Bachelor,609.0,No
CUST11338,Male,41.0,44261.0,Sedan,Divorced,No,Bachelor,751.0,Yes
CUST13291,Male,59.0,20595.0,Sedan,Single,No,Bachelor,688.0,Yes
CUST13902,Male,42.0,48912.0,Truck,Married,Yes,High School,600.0,Yes
CUST10168,Male,48.0,24284.0,Luxury,Widowed,No,Bachelor,678.0,No
CUST13918,Female,18.0,29372.0,Truck,Married,Yes,Bachelor,676.0,No
CUST12998,Female,41.0,51685.0,SUV,Single,No,Bachelor,812.0,Yes
CUST12646,Male,48.0,30061.0,Truck,Married,No,High School,740.0,Yes
CUST10721,Female,52.0,56460.0,Sedan,Married,Yes,Bachelor,571.0,Yes
CUST14418,Female,37.0,27583.0,Sedan,Married,Yes,Master,762.0,Yes
CUST13346,Female,54.0,38326.0,Sedan,Single,No,Master,746.0,Yes
CUST12302,Female,54.0,25807.0,Sedan,Married,Yes,PhD,696.0,No
CUST10414,Male,34.0,49584.0,Sedan,Married,Yes,Bachelor,704.0,Yes
CUST12346,Female,18.0,24769.0,Luxury,Married,No,Bachelor,706.0,No
CUST11094,Female,23.0,25865.0,SUV,Single,No,Master,711.0,No
CUST10705,Male,24.0,62688.0,Truck,Married,Yes,Master,614.0,No
CUST11417,Female,37.0,42343.0,Luxury,Married,Yes,Master,769.0,Yes
CUST13455,Male,39.0,39462.0,SUV,Divorced,No,PhD,621.0,Yes
CUST12103,Male,28.0,37624.0,SUV,Single,No,High School,728.0,Yes
CUST10157,Male,57.0,49112.0,SUV,Single,No,High School,534.0,No
CUST10683,Male,37.0,39605.0,SUV,Married,No,Master,594.0,Yes
CUST13950,Male,40.0,23852.0,SUV,Divorced,No,Bachelor,621.0,Yes
CUST12886,Female,19.0,37753.0,Sedan,Married,Yes,Master,728.0,No
CUST12997,Female,29.0,53157.0,SUV,Divorced,No,PhD,784.0,Yes
CUST10497,Female,59.0,44204.0,Truck,Divorced,No,Master,684.0,No
CUST14362,Male,56.0,54284.0,Hatchback,Single,No,PhD,694.0,No
CUST14118,Female,29.0,70542.0,SUV,Married,Yes,Bachelor,655.0,Yes
CUST12094,Male,20.0,42147.0,Truck,Single,Yes,Master,828.0,Yes
CUST13442,Female,60.0,36216.0,Hatchback,Divorced,No,Bachelor,758.0,No
CUST14023,Male,60.0,43413.0,SUV,Married,Yes,Master,612.0,Yes
CUST10994,Female,43.0,35288.0,Sedan,Married,Yes,Master,546.0,Yes
CUST11746,Female,55.0,39711.0,Sedan,Married,No,Master,669.0,Yes
CUST10471,Male,45.0,42550.0,SUV,Divorced,No,PhD,616.0,No
CUST13253,Male,30.0,29997.0,SUV,Married,Yes,High School,709.0,Yes
CUST10179,Female,36.0,48840.0,Sedan,Married,No,Bachelor,735.0,No
CUST11723,Male,44.0,32731.0,Luxury,Divorced,No,PhD,677.0,No
CUST13875,Male,40.0,40996.0,SUV,Married,Yes,Bachelor,637.0,Yes
CUST11650,Female,29.0,55427.0,SUV,Divorced,No,Master,609.0,Yes
CUST10586,Female,21.0,20000.0,Sedan,Single,No,Bachelor,643.0,No
CUST11293,Female,25.0,33687.0,Hatchback,Married,Yes,Bachelor,572.0,Yes
CUST13678,Male,57.0,45226.0,SUV,Single,No,High School,710.0,Yes
CUST10915,Male,45.0,33203.0,Truck,Married,Yes,High School,713.0,Yes
CUST10297,Female,54.0,55350.0,SUV,Married,No,Bachelor,728.0,Yes
CUST13625,Female,49.0,31184.0,Luxury,Married,No,Bachelor,,No
CUST11345,Female,53.0,59956.0,SUV,Married,Yes,Master,603.0,No
CUST13411,Female,59.0,41878.0,Truck,Single,No,Bachelor,665.0,No
CUST12698,Male,27.0,50865.0,Truck,Single,No,Bachelor,655.0,No
CUST10746,Female,57.0,56060.0,Sedan,Single,No,Bachelor,703.0,No
CUST12029,Female,41.0,46419.0,SUV,Single,No,Bachelor,614.0,Yes
CUST10429,Female,35.0,32283.0,SUV,Single,Yes,Bachelor,681.0,Yes
CUST13785,Female,50.0,28312.0,SUV,Single,No,Master,765.0,Yes
CUST11844,Male,30.0,59599.0,Sedan,Married,Yes,PhD,742.0,Yes
CUST13208,Female,39.0,31944.0,Sedan,Single,No,High School,765.0,Yes
CUST13615,Female,22.0,48712.0,Luxury,Married,Yes,PhD,686.0,No
CUST11090,Male,31.0,24396.0,Hatchback,Married,Yes,Bachelor,701.0,Yes
CUST10544,Male,34.0,30200.0,Truck,Divorced,No,PhD,670.0,Yes
CUST12865,Female,32.0,24683.0,SUV,Married,Yes,PhD,710.0,Yes
CUST14183,Female,44.0,43493.0,Sedan,Widowed,No,High School,550.0,No
CUST11272,Female,40.0,34548.0,Sedan,Married,No,High School,654.0,Yes
CUST12696,Female,59.0,26412.0,SUV,Widowed,No,Bachelor,615.0,No
CUST13139,Female,57.0,27631.0,Hatchback,Single,No,Master,683.0,No
CUST11002,Male,32.0,20000.0,Sedan,Married,Yes,Bachelor,807.0,Yes
CUST14896,Male,63.0,36335.0,SUV,Married,Yes,Bachelor,583.0,No
CUST10437,Male,26.0,25488.0,Sedan,Married,Yes,Bachelor,669.0,Yes
CUST13739,Female,33.0,69815.0,Hatchback,Married,Yes,Bachelor,795.0,Yes
CUST10691,Male,38.0,61956.0,SUV,Divorced,No,High School,690.0,No
CUST11041,Male,39.0,41951.0,SUV,Single,No,Master,721.0,Yes
CUST10088,Male,32.0,30793.0,SUV,Single,No,High School,636.0,No
CUST14732,Female,46.0,34323.0,Sedan,Married,Yes,High School,627.0,No
CUST10228,Female,32.0,23297.0,Sedan,Married,No,Master,634.0,No
CUST10008,Male,38.0,53480.0,SUV,Married,No,High School,694.0,No
CUST11732,Male,52.0,28311.0,Luxury,Married,Yes,High School,625.0,No
CUST11095,Female,22.0,28088.0,Sedan,Single,No,Bachelor,708.0,Yes
CUST12944,Male,26.0,20000.0,Sedan,Married,Yes,Bachelor,659.0,No
CUST14718,Male,26.0,28287.0,Hatchback,Single,Yes,Master,638.0,Yes
CUST11705,Female,32.0,38986.0,Luxury,Single,Yes,Master,644.0,No
CUST10881,Female,46.0,38764.0,Sedan,Single,Yes,High School,687.0,Yes
CUST10144,Male,37.0,22374.0,Hatchback,Single,No,PhD,677.0,Yes
CUST13459,Female,56.0,49982.0,Truck,Widowed,No,Master,706.0,Yes
CUST11074,Female,30.0,47017.0,SUV,Married,Yes,Bachelor,751.0,Yes
CUST13544,Male,18.0,31996.0,Sedan,Married,Yes,Bachelor,766.0,No
CUST14036,Female,55.0,20000.0,Hatchback,Married,Yes,Master,675.0,No
CUST13825,Male,46.0,27403.0,Luxury,Single,No,Master,724.0,No
CUST14259,Female,51.0,28973.0,Sedan,Married,Yes,PhD,766.0,Yes
CUST10151,Female,50.0,20818.0,Sedan,Married,Yes,Master,690.0,No
CUST13836,Male,44.0,33265.0,Truck,Married,No,Master,690.0,Yes
CUST13907,Male,66.0,34167.0,SUV,Single,No,Bachelor,701.0,Yes
CUST12705,Female,42.0,29202.0,Truck,Married,No,Master,631.0,No
CUST11513,Male,42.0,39440.0,SUV,Single,No,Bachelor,670.0,No
CUST14385,Male,35.0,20000.0,SUV,Married,Yes,High School,682.0,No
CUST12167,Female,27.0,42751.0,Sedan,Single,No,High School,668.0,No
CUST12659,Female,67.0,32160.0,Truck,Widowed,Yes,Bachelor,659.0,Yes
CUST13984,Male,65.0,49118.0,SUV,Married,No,High School,775.0,Yes
CUST12053,Male,29.0,37733.0,Truck,Married,Yes,Master,622.0,Yes
CUST13270,Male,31.0,44719.0,Hatchback,Married,Yes,Master,816.0,Yes
CUST12456,Male,38.0,26194.0,Luxury,Married,Yes,Master,657.0,No
CUST12574,Female,31.0,49537.0,Hatchback,Divorced,No,Bachelor,711.0,Yes
CUST12742,Male,48.0,48094.0,SUV,Single,No,Master,668.0,Yes
CUST12409,Male,22.0,20000.0,SUV,Married,No,Master,630.0,No
CUST14126,Male,48.0,54615.0,SUV,Single,No,Master,563.0,Yes
CUST11209,Male,66.0,20728.0,SUV,Married,Yes,Bachelor,602.0,Yes
CUST12100,Male,43.0,35065.0,SUV,Single,No,Bachelor,661.0,Yes
CUST11129,Male,36.0,34981.0,Hatchback,Married,No,Bachelor,638.0,No
CUST14882,Female,46.0,80106.0,SUV,Married,Yes,Master,815.0,Yes
CUST13013,Female,42.0,40317.0,Sedan,Single,Yes,Bachelor,591.0,Yes
CUST11919,Male,47.0,48926.0,Hatchback,Single,No,Master,588.0,No
CUST13752,Female,25.0,41950.0,Hatchback,Single,Yes,High School,797.0,No
CUST14425,Female,68.0,21665.0,Truck,Single,Yes,Master,689.0,No
CUST14848,Female,26.0,55098.0,Sedan,Single,Yes,PhD,646.0,Yes
CUST11943,Male,42.0,37653.0,Truck,Married,Yes,High School,674.0,Yes
CUST13858,Male,35.0,30256.0,SUV,Widowed,No,Bachelor,714.0,Yes
CUST10100,Female,39.0,32688.0,SUV,Single,Yes,Master,631.0,Yes
CUST14182,Female,70.0,20000.0,Hatchback,Married,Yes,PhD,700.0,No
CUST12015,Female,39.0,52684.0,SUV,Married,Yes,High School,739.0,Yes
CUST11519,Female,45.0,62049.0,SUV,Single,No,Bachelor,728.0,No
CUST14669,Female,41.0,56205.0,Hatchback,Single,No,Bachelor,665.0,No
CUST13995,Female,40.0,41439.0,SUV,Widowed,No,Bachelor,747.0,No
CUST10952,Female,57.0,41580.0,Luxury,Married,Yes,High School,732.0,Yes
CUST13712,Female,38.0,40876.0,SUV,Single,Yes,Bachelor,690.0,Yes
CUST13755,Male,35.0,31341.0,Truck,Married,No,High School,663.0,No
CUST10734,Male,40.0,41982.0,SUV,Single,Yes,Bachelor,669.0,No
CUST12801,Male,56.0,40513.0,SUV,Single,No,Master,753.0,Yes
CUST12215,Male,38.0,29930.0,Sedan,Married,No,Bachelor,720.0,No
CUST13905,Female,37.0,50302.0,Sedan,Married,Yes,High School,663.0,Yes
CUST11487,Female,47.0,20795.0,SUV,Married,No,Bachelor,627.0,No
CUST14764,Male,55.0,33716.0,Luxury,Married,Yes,Master,662.0,No
CUST12304,Female,50.0,59978.0,Sedan,Married,No,Bachelor,687.0,No
CUST12254,Male,35.0,42592.0,SUV,Single,No,Master,730.0,No
CUST10468,Male,28.0,41453.0,SUV,Married,Yes,Bachelor,642.0,Yes
CUST14241,Female,47.0,26477.0,Hatchback,Divorced,No,Master,696.0,Yes
CUST13351,Female,41.0,57963.0,SUV,Married,Yes,Bachelor,720.0,Yes
CUST11918,Male,37.0,42644.0,SUV,Married,Yes,Master,676.0,Yes
CUST14707,Male,20.0,34030.0,Hatchback,Married,No,PhD,648.0,Yes
CUST13665,Male,32.0,46287.0,Hatchback,Married,Yes,Bachelor,611.0,No
CUST11886,Male,46.0,41392.0,SUV,Married,Yes,Master,690.0,Yes
CUST11832,Female,70.0,22889.0,Hatchback,Married,Yes,High School,673.0,Yes
CUST11932,Male,44.0,20000.0,Sedan,Single,No,Master,658.0,Yes
CUST12829,Male,28.0,20000.0,SUV,Single,No,Bachelor,612.0,No
CUST12042,Male,29.0,20000.0,SUV,Married,Yes,Bachelor,686.0,Yes
CUST11720,Female,55.0,43939.0,Truck,Married,No,Bachelor,642.0,No
CUST14080,Female,26.0,51861.0,SUV,Married,Yes,Master,642.0,Yes
CUST13747,Male,33.0,34457.0,Luxury,Single,No,High School,803.0,No
CUST14640,Male,37.0,25122.0,SUV,Married,No,Bachelor,605.0,Yes
CUST11212,Male,34.0,43793.0,SUV,Widowed,No,Bachelor,655.0,Yes
CUST14939,Female,47.0,41722.0,Truck,Single,Yes,Bachelor,744.0,No
CUST10230,Female,30.0,26937.0,SUV,Married,Yes,Master,659.0,Yes
CUST10373,Male,47.0,66958.0,Truck,Married,Yes,Bachelor,662.0,Yes
CUST14243,Female,49.0,59069.0,SUV,Married,Yes,High School,556.0,Yes
CUST12732,Female,18.0,64631.0,SUV,Married,No,Master,729.0,Yes
CUST11204,Female,41.0,35857.0,SUV,Married,Yes,Master,710.0,Yes
CUST14725,Male,38.0,58127.0,SUV,Married,Yes,Master,697.0,Yes
CUST11362,Male,61.0,37056.0,Hatchback,Married,Yes,Master,677.0,No
CUST12092,Male,32.0,45232.0,Hatchback,Single,Yes,Bachelor,732.0,Yes
CUST11438,Female,25.0,35505.0,Hatchback,Single,No,Bachelor,701.0,No
CUST14552,Male,56.0,33774.0,SUV,Married,Yes,Master,691.0,No
CUST12653,Female,38.0,20870.0,Hatchback,Divorced,No,Bachelor,768.0,No
CUST14653,Male,44.0,20000.0,Hatchback,Divorced,Yes,Master,647.0,No
CUST14239,Female,63.0,32606.0,SUV,Married,Yes,Master,742.0,Yes
CUST13044,Male,37.0,52127.0,Truck,Divorced,No,Master,743.0,No
CUST14908,Female,25.0,40266.0,SUV,Married,No,PhD,661.0,No
CUST13656,Female,45.0,20329.0,Sedan,Married,No,Bachelor,648.0,No
CUST13539,Female,27.0,89627.0,Sedan,Married,Yes,PhD,609.0,Yes
CUST12714,Female,50.0,28537.0,Luxury,Married,Yes,PhD,627.0,No
CUST11860,Female,33.0,32150.0,Sedan,Married,Yes,PhD,653.0,Yes
CUST10670,Female,26.0,38058.0,Truck,Single,No,Bachelor,692.0,Yes
CUST11995,Female,28.0,24929.0,Hatchback,Married,Yes,Master,746.0,Yes
CUST11666,Male,56.0,27058.0,Sedan,Widowed,Yes,Bachelor,625.0,No
CUST12153,Male,36.0,30702.0,SUV,Married,Yes,Master,733.0,Yes
CUST10764,Female,48.0,25982.0,SUV,Divorced,No,PhD,609.0,No
CUST13322,Male,64.0,62024.0,SUV,Married,No,High School,619.0,Yes
CUST10589,Male,30.0,47167.0,Sedan,Married,Yes,Bachelor,641.0,Yes
CUST10561,Female,21.0,27590.0,Hatchback,Widowed,No,Bachelor,701.0,No
CUST11197,Male,55.0,39318.0,Hatchback,Married,Yes,Master,619.0,Yes
CUST12088,Female,36.0,39317.0,Hatchback,Divorced,No,Master,695.0,Yes
CUST13978,Female,51.0,22584.0,Sedan,Divorced,No,Bachelor,729.0,No
CUST10149,Female,53.0,38471.0,Hatchback,Divorced,No,Master,703.0,Yes
CUST14980,Male,34.0,55006.0,Luxury,Single,No,Bachelor,691.0,No
CUST13757,Male,19.0,51114.0,Hatchback,Married,Yes,Bachelor,614.0,No
CUST12525,Female,43.0,24417.0,SUV,Married,No,PhD,715.0,No
CUST13305,Female,37.0,26257.0,Luxury,Single,No,Bachelor,597.0,No
CUST12210,Male,28.0,22032.0,SUV,Divorced,No,Bachelor,753.0,Yes
CUST13682,Male,31.0,43905.0,Luxury,Married,No,Bachelor,660.0,Yes
CUST10012,Male,36.0,43657.0,Truck,Married,Yes,High School,686.0,Yes
CUST14220,Female,33.0,39486.0,SUV,Married,Yes,Bachelor,668.0,Yes
CUST14883,Female,34.0,38507.0,Sedan,Divorced,No,Master,612.0,Yes
CUST11872,Male,43.0,35051.0,Hatchback,Single,No,Master,642.0,Yes
CUST12339,Male,40.0,44501.0,Luxury,Single,No,PhD,655.0,No
CUST13749,Male,28.0,51414.0,Sedan,Widowed,No,Bachelor,739.0,Yes
CUST10812,Male,29.0,46407.0,SUV,Single,Yes,Bachelor,656.0,Yes
CUST13101,Male,28.0,22668.0,Luxury,Single,No,Bachelor,721.0,No
CUST10911,Male,44.0,33149.0,SUV,Married,Yes,Bachelor,690.0,Yes
CUST10642,Male,60.0,31159.0,Sedan,Married,Yes,Bachelor,747.0,Yes
CUST13664,Male,59.0,57406.0,SUV,Married,Yes,High School,601.0,Yes
CUST14543,Female,29.0,90008.0,Sedan,Married,Yes,Bachelor,648.0,Yes
CUST10393,Male,38.0,47061.0,Sedan,Married,No,Bachelor,618.0,Yes
CUST14153,Male,28.0,26463.0,Sedan,Divorced,No,Master,654.0,No
CUST14354,Female,42.0,23721.0,SUV,Married,Yes,High School,684.0,Yes
CUST13058,Male,24.0,66131.0,SUV,Married,Yes,Master,699.0,Yes
CUST13437,Male,31.0,64455.0,Hatchback,Single,No,PhD,682.0,No
CUST11221,Female,35.0,81972.0,Luxury,Married,Yes,High School,667.0,Yes
CUST13447,Male,27.0,22247.0,SUV,Single,No,Master,632.0,No
CUST11187,Male,34.0,22140.0,SUV,Married,Yes,High School,679.0,No
CUST12620,Male,48.0,44299.0,Sedan,Single,No,Bachelor,676.0,Yes
CUST11437,Male,57.0,24228.0,Hatchback,Married,Yes,Bachelor,615.0,Yes
CUST14621,Female,33.0,28422.0,Sedan,Married,Yes,High School,693.0,No
CUST14333,Male,70.0,36116.0,SUV,Married,Yes,Master,722.0,Yes
CUST14315,Female,44.0,44285.0,Sedan,Divorced,No,Bachelor,669.0,Yes
CUST12985,Female,41.0,54852.0,SUV,Married,No,High School,675.0,Yes
CUST14166,Male,56.0,26644.0,Sedan,Married,Yes,Bachelor,778.0,No
CUST13842,Female,22.0,31480.0,Truck,Single,No,Bachelor,693.0,No
CUST10491,Female,68.0,38013.0,Sedan,Married,Yes,Master,754.0,No
CUST13633,Male,42.0,21501.0,Truck,Married,Yes,Bachelor,618.0,No
CUST11433,Female,33.0,20000.0,SUV,Single,Yes,Bachelor,677.0,Yes
CUST10787,Female,54.0,43175.0,Luxury,Divorced,No,Bachelor,695.0,No
